applicant_id,age,income,loan_amount,loan_term_months,credit_score,employment_years,debt_to_income,num_credit_lines,late_payments_2y,race,gender,default
387,62,33971.0,37160.0,48,547,0,0.478,3,0,White,Male,0
388,68,21113.0,18663.0,24,768,15,0.187,5,0,Black,Male,0
389,71,23358.0,33892.0,48,689,0,0.423,3,0,White,Female,0
390,25,76241.0,14262.0,36,631,1,0.546,6,1,White,Male,0
391,44,69898.0,4980.0,48,559,0,0.262,1,0,Hispanic,Male,0
392,44,52338.0,49637.0,24,584,6,0.479,0,2,Other,Male,1
393,51,18856.0,8654.0,48,754,9,0.449,3,0,White,Female,0
394,38,30036.0,49433.0,24,661,2,0.083,4,1,Asian,Female,0
395,47,75196.0,48887.0,48,605,13,0.37,0,1,White,Male,1
396,50,39538.0,39897.0,60,690,4,0.122,1,1,Asian,Male,0
397,45,146034.0,33312.0,24,584,4,0.582,1,0,White,Female,1
398,64,45981.0,29313.0,60,770,9,0.496,1,1,Hispanic,Female,0
399,50,40751.0,43439.0,36,758,1,0.11,4,0,White,Male,0
400,22,30168.0,15183.0,24,612,2,0.117,1,0,Asian,Female,0
401,65,39345.0,23916.0,36,599,11,0.377,5,1,Black,Male,0
402,36,33141.0,31350.0,24,440,11,0.24,3,1,White,Female,1
403,21,55540.0,21148.0,48,531,18,0.069,3,0,White,Female,1
404,52,64474.0,21947.0,48,542,11,0.348,4,0,Hispanic,Female,0
405,66,22661.0,17184.0,24,660,0,0.263,2,0,Black,Female,0
406,34,16338.0,28647.0,36,623,8,0.106,3,2,White,Male,0
407,61,12068.0,42678.0,48,542,2,0.491,2,0,White,Male,0
408,45,49256.0,10875.0,60,627,23,0.553,3,0,Hispanic,Female,0
409,47,18732.0,46787.0,36,690,3,0.466,3,0,White,Male,0
410,46,9979.0,34765.0,60,692,4,0.502,1,0,White,Male,0
411,63,45851.0,41340.0,36,498,3,0.169,6,0,Asian,Female,1
412,70,162073.0,28253.0,36,639,1,0.195,1,1,White,Female,1
413,23,36183.0,39196.0,48,539,0,0.165,3,0,White,Male,0
414,52,60060.0,1794.0,36,722,11,0.471,2,1,White,Female,0
415,58,38143.0,41101.0,36,712,8,0.571,1,2,Asian,Male,0
416,54,34223.0,2967.0,36,578,0,0.444,3,0,White,Female,0
417,41,63035.0,44606.0,48,588,7,0.535,8,1,Black,Male,0
418,46,30511.0,49606.0,48,613,4,0.401,1,0,Asian,Female,1
419,66,42635.0,15409.0,36,469,2,0.263,3,1,White,Female,1
420,63,44047.0,11306.0,36,676,1,0.284,3,0,Hispanic,Male,0
421,70,24322.0,38503.0,36,628,9,0.091,4,1,White,Female,0
422,48,65856.0,13398.0,36,727,6,0.067,0,0,Black,Male,0
423,52,32697.0,43413.0,24,562,3,0.433,1,0,White,Male,0
424,50,23076.0,6039.0,48,600,4,0.291,4,0,Black,Female,0
425,69,50106.0,7172.0,36,529,0,0.354,5,0,White,Female,1
426,38,21182.0,48978.0,36,569,3,0.357,4,1,White,Female,0
427,49,36935.0,34018.0,24,555,1,0.203,0,1,Asian,Female,1
428,40,36117.0,42497.0,24,729,1,0.312,1,0,White,Male,1
429,50,69671.0,16892.0,60,594,5,0.309,0,0,Hispanic,Male,0
430,20,48282.0,34148.0,36,659,12,0.264,2,0,White,Female,0
431,35,35774.0,30118.0,24,619,2,0.501,3,0,White,Male,1
432,42,59318.0,30554.0,36,548,1,0.298,2,0,Hispanic,Female,0
433,59,83627.0,34444.0,36,636,5,0.382,4,0,White,Male,0
434,48,50751.0,29193.0,12,697,10,0.543,2,1,Hispanic,Female,0
435,71,36542.0,22024.0,36,553,6,0.526,1,0,White,Female,1
436,20,16529.0,14520.0,36,714,10,0.54,2,0,White,Male,0
437,57,19167.0,38660.0,36,582,3,0.199,1,2,Black,Female,0
438,63,30238.0,12087.0,36,611,6,0.069,2,1,White,Male,1
439,41,25192.0,34925.0,36,692,0,0.194,4,0,White,Female,0
440,67,32462.0,12433.0,60,596,2,0.203,4,0,Hispanic,Male,0
441,49,37571.0,31641.0,36,653,2,0.55,5,0,White,Male,0
442,64,49902.0,37607.0,24,624,3,0.407,3,0,White,Male,1
443,39,34811.0,11717.0,24,660,13,0.095,1,0,Hispanic,Male,0
444,40,48625.0,3937.0,36,459,10,0.124,2,2,Hispanic,Female,1
445,19,37748.0,7418.0,48,503,0,0.136,1,0,White,Female,1
446,44,11100.0,30694.0,24,699,0,0.397,2,1,White,Female,0
447,59,20669.0,42623.0,48,732,2,0.454,4,0,Black,Male,0
448,19,33308.0,3205.0,12,577,1,0.523,2,1,White,Female,1
449,43,17574.0,36973.0,36,630,4,0.567,4,0,White,Female,0
450,34,52050.0,17725.0,48,673,11,0.161,2,0,Other,Female,0
451,57,90985.0,24448.0,36,705,16,0.22,4,0,White,Female,0
452,50,75452.0,46514.0,36,487,5,0.182,4,0,White,Male,0
453,26,31950.0,17267.0,24,579,9,0.247,3,0,Asian,Female,1
454,60,88826.0,23802.0,48,623,3,0.553,2,1,Black,Female,0
455,71,39704.0,1670.0,12,706,1,0.366,6,0,Asian,Male,0
456,65,29666.0,4998.0,60,849,3,0.456,5,0,White,Female,0
457,56,25134.0,13671.0,24,631,4,0.32,4,0,White,Male,0
458,46,30288.0,2365.0,60,537,6,0.066,5,1,Hispanic,Female,0
459,59,28770.0,31937.0,36,682,1,0.085,4,1,White,Male,0
460,72,40225.0,21894.0,48,755,2,0.346,0,0,Black,Male,0
461,43,39988.0,27859.0,36,658,2,0.445,1,1,White,Female,0
462,52,36382.0,9558.0,60,577,16,0.168,3,1,Hispanic,Female,0
463,67,47201.0,15501.0,24,726,2,0.447,2,0,White,Female,0
464,42,74190.0,33527.0,24,703,7,0.496,3,1,White,Female,0
465,41,64198.0,48300.0,36,567,6,0.277,7,1,White,Female,0
466,30,14899.0,3470.0,12,680,1,0.461,5,1,Black,Female,0
467,24,7845.0,44629.0,24,729,4,0.272,4,0,White,Male,0
468,74,63614.0,29267.0,60,744,11,0.423,5,0,Black,Male,0
469,53,15992.0,28632.0,60,644,3,0.47,2,0,White,Male,0
470,62,31734.0,25514.0,36,621,14,0.596,4,0,White,Male,0
471,37,17996.0,4400.0,60,748,1,0.24,8,1,Hispanic,Female,0
472,18,12318.0,5404.0,36,553,0,0.276,2,1,White,Male,0
473,25,50256.0,30445.0,24,685,11,0.141,1,0,White,Male,0
474,63,57268.0,17707.0,48,540,9,0.162,1,1,White,Male,1
475,33,25696.0,45946.0,48,735,24,0.431,1,0,Black,Female,0
476,31,7672.0,20923.0,60,629,5,0.554,1,0,Asian,Female,0
477,29,26167.0,8021.0,24,751,13,0.267,1,1,White,Female,0
478,68,45940.0,36021.0,48,689,8,0.149,5,0,White,Male,0
479,40,14953.0,15374.0,12,552,9,0.207,1,1,White,Female,0
480,32,40539.0,26748.0,24,763,4,0.3,2,1,Hispanic,Male,0
481,45,35983.0,35194.0,12,774,2,0.21,3,0,White,Male,0
482,51,51409.0,45113.0,60,720,13,0.178,6,1,Black,Male,0
483,19,39017.0,39817.0,48,589,2,0.455,5,1,White,Female,0
484,49,20255.0,34142.0,48,625,3,0.054,3,0,Hispanic,Female,0
485,40,74454.0,34302.0,36,661,2,0.347,1,0,White,Female,0
486,39,33020.0,47350.0,36,593,4,0.487,4,0,Asian,Male,0
487,68,35725.0,15495.0,24,785,3,0.196,2,3,White,Female,0
488,42,20745.0,1054.0,24,661,0,0.382,6,0,White,Female,1
489,39,27834.0,14326.0,36,433,10,0.418,3,1,Hispanic,Female,1
490,39,21357.0,11677.0,48,677,2,0.41,4,1,Black,Male,0
491,66,32736.0,33430.0,36,622,4,0.295,5,0,White,Male,0
492,69,101420.0,32052.0,12,644,0,0.241,2,0,Other,Male,0
493,59,15944.0,30080.0,12,620,0,0.51,3,0,White,Male,0
494,23,13792.0,1796.0,24,714,1,0.467,4,0,White,Female,0
495,32,87790.0,36710.0,36,739,6,0.227,7,0,White,Female,0
496,71,32029.0,16853.0,60,672,0,0.107,3,0,White,Male,1
497,60,24308.0,33588.0,48,622,11,0.089,2,0,Hispanic,Female,0
498,54,67775.0,28272.0,48,646,1,0.102,5,1,White,Male,0
499,50,25251.0,17794.0,36,651,1,0.371,3,1,White,Female,0
500,25,108619.0,7594.0,36,585,1,0.078,6,0,White,Female,0
501,70,54544.0,5627.0,24,696,0,0.235,4,0,White,Female,0
502,61,27099.0,41744.0,60,686,7,0.464,1,1,Asian,Male,0
503,61,132506.0,46001.0,48,773,10,0.212,5,0,Hispanic,Female,0
504,22,25250.0,32840.0,24,750,4,0.47,0,1,White,Female,0
505,56,56685.0,6068.0,36,595,1,0.46,5,1,White,Female,0
506,21,43459.0,20699.0,36,715,1,0.185,7,0,Asian,Female,1
507,23,79304.0,36718.0,48,573,3,0.451,5,0,White,Male,1
508,62,92680.0,39211.0,60,705,15,0.461,3,2,White,Male,0
509,49,37020.0,6793.0,36,608,1,0.269,5,0,White,Male,1
510,69,23108.0,1002.0,36,568,6,0.166,2,0,White,Female,0
511,47,47858.0,35895.0,12,672,2,0.337,3,1,Hispanic,Female,0
512,64,24182.0,18473.0,12,436,1,0.557,2,1,White,Female,1
513,52,121544.0,13470.0,24,509,3,0.402,4,0,Other,Male,0
514,72,39416.0,1632.0,12,635,0,0.145,5,0,White,Male,0
515,57,29167.0,27475.0,48,656,8,0.426,2,1,White,Female,0
516,69,40571.0,42706.0,48,620,1,0.285,3,0,Other,Male,0
517,33,16183.0,47924.0,24,523,6,0.375,2,0,Hispanic,Male,1
518,30,20273.0,28722.0,48,584,0,0.454,1,0,Hispanic,Female,1
519,67,74626.0,26209.0,24,681,15,0.333,3,0,White,Male,1
520,59,24486.0,5168.0,36,696,1,0.498,5,1,Hispanic,Female,0
521,47,19377.0,27895.0,24,648,10,0.447,5,1,White,Male,0
522,36,50111.0,19619.0,36,742,8,0.388,5,2,White,Male,0
523,34,73971.0,30750.0,24,681,17,0.133,3,1,Black,Male,1
524,73,55903.0,20048.0,36,590,3,0.51,4,1,Black,Male,0
525,36,66014.0,12775.0,36,627,6,0.565,2,0,Hispanic,Female,0
526,45,23062.0,5653.0,60,537,2,0.125,0,1,Black,Female,1
527,72,15474.0,16431.0,12,641,1,0.319,3,1,White,Male,0
528,43,89393.0,5736.0,24,738,2,0.192,2,1,White,Female,0
529,54,29923.0,9668.0,12,704,0,0.465,5,1,Black,Male,1
530,43,31241.0,49379.0,48,762,20,0.447,3,0,White,Female,0
531,70,80573.0,22761.0,12,625,0,0.127,2,0,White,Male,0
532,40,50703.0,27062.0,48,757,4,0.532,2,0,White,Female,0
533,26,47740.0,43807.0,36,634,4,0.15,1,0,White,Male,1
534,29,133119.0,49783.0,36,767,3,0.488,3,0,Other,Male,0
535,70,24683.0,29553.0,36,648,5,0.301,7,1,White,Female,1
536,18,63367.0,40811.0,24,706,0,0.231,0,0,White,Male,0
537,18,37579.0,17020.0,24,768,4,0.137,6,0,Hispanic,Male,0
538,64,42666.0,15981.0,36,634,1,0.142,4,0,White,Male,0
539,51,90861.0,20732.0,36,667,14,0.414,0,1,Asian,Male,0
540,49,49252.0,33953.0,24,753,7,0.353,5,0,White,Female,0
541,71,50160.0,34427.0,24,639,17,0.117,0,0,Hispanic,Female,1
542,65,69113.0,16447.0,60,544,0,0.112,2,0,White,Male,1
543,42,29174.0,7527.0,12,821,1,0.09,1,0,White,Male,0
544,57,21949.0,31987.0,48,612,1,0.459,3,0,White,Female,1
545,62,19402.0,7288.0,48,662,0,0.442,4,1,White,Female,0
546,70,11161.0,29346.0,24,742,1,0.082,2,0,Hispanic,Male,0
547,18,124707.0,34978.0,24,601,5,0.358,3,1,White,Male,0
548,33,18734.0,35330.0,24,569,1,0.097,1,1,Black,Female,1
549,56,31801.0,37920.0,48,670,3,0.547,3,1,White,Male,0
550,22,30758.0,43770.0,48,506,10,0.549,1,0,Hispanic,Female,1
551,39,43671.0,25498.0,48,626,5,0.434,3,1,Hispanic,Female,0
552,46,59245.0,36782.0,60,669,2,0.559,4,1,White,Female,0
553,72,60857.0,31339.0,48,628,2,0.496,0,0,White,Male,0
554,20,25595.0,10145.0,24,526,3,0.506,2,0,Black,Female,1
555,29,32851.0,2259.0,24,777,0,0.363,2,0,White,Female,0
556,43,43025.0,14943.0,48,658,5,0.218,2,0,White,Male,0
557,33,31282.0,22709.0,24,764,2,0.17,2,0,Black,Female,0
558,68,95264.0,31238.0,12,629,9,0.23,7,1,Other,Female,0
559,54,48756.0,42648.0,48,579,7,0.396,3,0,Asian,Female,0
560,39,56440.0,10616.0,36,671,4,0.145,6,1,White,Female,0
561,74,54053.0,7152.0,60,632,2,0.192,3,0,White,Female,0
562,46,73430.0,48211.0,48,555,1,0.307,4,0,Other,Female,0
563,31,40482.0,6294.0,12,767,7,0.178,3,0,White,Male,0
564,45,16679.0,24446.0,60,600,3,0.374,3,0,White,Male,0
565,22,46157.0,29693.0,24,502,1,0.558,5,1,Asian,Male,1
566,64,24568.0,27527.0,36,756,1,0.461,1,0,White,Female,0
567,66,26445.0,5216.0,36,609,0,0.417,4,0,White,Female,0
568,47,51628.0,3794.0,12,601,7,0.37,3,0,Black,Female,1
569,63,76341.0,6169.0,36,508,1,0.318,0,0,White,Male,1
570,69,36782.0,29694.0,24,789,3,0.153,3,0,White,Male,0
571,22,43709.0,27673.0,36,546,3,0.542,3,0,White,Female,1
572,29,100844.0,12453.0,36,654,4,0.187,3,0,White,Male,0
573,33,41959.0,32251.0,48,723,10,0.1,1,1,Other,Male,0
574,43,172994.0,41183.0,48,683,10,0.463,2,0,White,Female,0
575,43,50986.0,3037.0,24,645,2,0.147,3,1,White,Male,0
576,65,12626.0,25408.0,36,513,0,0.255,2,1,White,Male,0
577,38,57068.0,34776.0,36,585,2,0.066,3,0,Black,Male,1
578,56,45647.0,13363.0,24,665,4,0.125,1,0,Hispanic,Male,1
579,53,78736.0,16081.0,48,587,4,0.145,6,2,White,Female,0
580,50,54389.0,31068.0,48,666,5,0.08,0,0,White,Female,1
581,47,33421.0,44999.0,24,704,0,0.411,2,0,Black,Male,1
582,54,17421.0,40686.0,36,727,5,0.51,1,1,White,Male,0
583,40,32035.0,29573.0,24,551,1,0.255,1,1,White,Male,1
584,27,21800.0,36781.0,48,825,6,0.531,4,1,White,Male,0
585,71,25634.0,18876.0,24,711,2,0.167,2,0,White,Female,0
586,22,51697.0,32407.0,60,649,6,0.229,2,1,Other,Female,1
587,53,98908.0,23843.0,48,737,0,0.133,2,0,Hispanic,Male,0
588,51,46019.0,10307.0,36,839,2,0.391,6,0,Hispanic,Male,0
589,69,17720.0,35385.0,36,534,6,0.281,1,2,Asian,Male,1
590,48,47418.0,28267.0,60,631,1,0.387,6,0,Hispanic,Male,0
591,27,74457.0,18572.0,36,459,7,0.469,3,0,Asian,Female,1
592,36,25188.0,45656.0,24,665,4,0.35,2,1,White,Male,0
593,49,33510.0,2026.0,36,679,4,0.395,5,0,White,Male,0
594,18,36637.0,16473.0,48,646,2,0.564,6,0,Hispanic,Female,0
595,73,22676.0,3787.0,48,597,3,0.214,1,0,White,Male,1
596,22,53582.0,38560.0,48,486,4,0.248,2,1,White,Female,1
597,62,33773.0,35403.0,60,679,3,0.445,7,0,White,Female,0
598,21,46710.0,17236.0,60,766,5,0.386,8,0,White,Male,0
599,33,21322.0,34107.0,60,602,2,0.148,3,1,White,Female,0
600,41,27932.0,20401.0,12,685,1,0.257,4,0,White,Male,0
601,33,56018.0,38056.0,36,524,1,0.307,5,0,White,Male,1
602,72,29036.0,23255.0,48,686,0,0.281,2,1,Hispanic,Female,1
603,19,102353.0,21202.0,48,618,1,0.148,0,0,Hispanic,Female,0
604,66,28573.0,46802.0,48,589,6,0.558,4,0,Hispanic,Female,1
605,45,41557.0,13293.0,24,589,7,0.469,1,0,Asian,Male,0
606,49,63548.0,6902.0,48,618,1,0.315,4,1,White,Male,0
607,44,15506.0,29643.0,48,680,15,0.424,5,1,White,Male,0
608,37,12626.0,48497.0,12,545,3,0.544,3,0,White,Male,0
609,41,14539.0,19514.0,36,618,12,0.125,2,0,Asian,Male,0
610,29,77463.0,4040.0,24,646,6,0.188,2,1,White,Female,1
611,67,26079.0,17626.0,36,562,6,0.348,1,1,Hispanic,Female,0
612,52,168539.0,25791.0,12,793,0,0.489,6,0,White,Female,0
613,50,25886.0,8934.0,36,581,1,0.07,4,2,Asian,Male,1
614,50,40568.0,33247.0,36,596,0,0.591,2,1,White,Male,1
615,68,91607.0,49890.0,48,571,6,0.3,3,0,Hispanic,Male,1
616,60,121013.0,23135.0,48,793,2,0.248,4,0,White,Male,0
617,54,125104.0,18382.0,48,694,7,0.211,5,0,White,Male,0
618,29,74983.0,20635.0,24,575,2,0.146,1,0,White,Female,1
619,20,67133.0,6642.0,24,738,8,0.485,0,0,Other,Male,0
620,18,51819.0,44280.0,60,666,0,0.575,5,2,White,Female,0
621,50,57932.0,21326.0,24,670,0,0.278,1,1,Asian,Male,0
622,57,26090.0,19976.0,60,622,2,0.574,4,0,Hispanic,Female,1
623,27,22227.0,33325.0,48,590,2,0.503,4,1,Hispanic,Male,0
624,60,36242.0,22660.0,36,677,2,0.315,5,1,White,Male,0
625,61,32790.0,32763.0,60,606,7,0.421,2,0,White,Female,0
626,46,27669.0,4011.0,12,795,0,0.289,3,0,White,Male,0
627,30,55151.0,40872.0,36,548,2,0.357,3,2,Other,Male,1
628,29,64420.0,47085.0,48,772,9,0.082,4,0,Other,Male,0
629,48,38294.0,32790.0,36,641,0,0.433,4,0,Hispanic,Female,1
630,63,88126.0,47774.0,60,673,14,0.079,2,1,White,Female,0
631,19,18306.0,8420.0,12,716,21,0.499,1,0,White,Male,0
632,68,32332.0,24393.0,36,599,0,0.504,3,1,Other,Female,1
633,67,23621.0,30489.0,36,719,1,0.18,6,0,White,Female,0
634,52,11850.0,29505.0,48,433,2,0.228,4,1,Hispanic,Female,1
635,40,34558.0,20672.0,24,592,7,0.315,2,1,White,Female,1
636,34,33757.0,17566.0,36,576,4,0.378,5,0,White,Female,0
637,43,90045.0,7214.0,48,549,5,0.208,0,1,Hispanic,Male,1
638,25,53023.0,20195.0,24,632,7,0.376,3,0,White,Male,0
639,46,19643.0,8970.0,48,680,0,0.214,5,2,White,Male,1
640,43,110465.0,36984.0,36,706,8,0.081,6,1,Other,Female,0
641,27,75555.0,11233.0,48,669,6,0.051,2,0,Black,Female,0
642,43,51496.0,3870.0,48,596,4,0.106,4,0,Hispanic,Female,0
643,51,31701.0,28066.0,24,679,11,0.486,5,0,Hispanic,Male,1
644,68,20421.0,30166.0,36,659,6,0.579,1,2,White,Male,0
645,58,29047.0,43724.0,60,724,1,0.285,4,0,White,Male,0
646,24,69790.0,29272.0,36,712,2,0.332,4,0,White,Male,0
647,21,112505.0,17929.0,60,652,3,0.131,7,0,White,Male,0
648,70,91670.0,40348.0,36,578,0,0.353,3,0,White,Male,1
649,67,27084.0,27474.0,24,597,15,0.13,4,0,Hispanic,Male,1
650,62,18550.0,4885.0,36,606,0,0.386,3,0,White,Male,1
651,28,39519.0,28727.0,60,624,5,0.563,3,0,Black,Female,1
652,46,12568.0,45493.0,36,671,3,0.158,1,0,White,Female,0
653,73,44086.0,20419.0,60,707,0,0.471,0,0,White,Female,0
654,53,33238.0,15520.0,60,645,12,0.063,10,0,White,Male,0
655,42,27457.0,8030.0,36,651,9,0.257,5,1,Hispanic,Male,1
656,38,13949.0,8421.0,12,661,3,0.111,1,0,White,Male,1
657,74,49422.0,22206.0,48,608,1,0.244,3,2,White,Female,0
658,53,26380.0,30188.0,36,575,0,0.145,1,0,Black,Male,1
659,27,17999.0,4950.0,48,509,2,0.255,1,0,White,Female,1
660,54,6481.0,47039.0,36,594,1,0.28,1,2,White,Female,1
661,26,35721.0,38002.0,36,687,3,0.215,2,0,Asian,Male,0
662,41,105172.0,29745.0,48,593,16,0.411,0,0,White,Female,0
663,52,98396.0,41593.0,36,630,4,0.555,3,0,White,Male,0
664,66,27605.0,4929.0,36,687,11,0.27,2,1,Black,Female,0
665,52,25303.0,24365.0,36,691,5,0.156,9,1,White,Male,0
666,65,48111.0,31875.0,36,563,3,0.199,2,1,White,Male,0
667,53,19950.0,41604.0,36,729,9,0.52,5,0,White,Male,0
668,35,43524.0,39390.0,48,740,3,0.364,3,0,White,Female,0
669,66,57506.0,14576.0,36,559,10,0.3,2,1,White,Male,1
670,56,75823.0,47103.0,36,584,1,0.132,3,0,White,Male,0
671,49,34197.0,7093.0,48,745,0,0.297,3,1,White,Male,0
672,41,32138.0,43882.0,24,638,9,0.203,3,3,White,Male,0
673,40,21444.0,48576.0,24,472,4,0.569,2,0,Asian,Male,1
674,49,22112.0,9681.0,60,538,10,0.536,5,1,Black,Female,0
675,54,31701.0,36381.0,48,630,13,0.096,3,0,Hispanic,Female,0
676,29,45271.0,2974.0,36,556,0,0.334,2,1,White,Female,1
677,66,62828.0,20866.0,48,616,3,0.174,3,2,White,Male,1
678,72,22429.0,26298.0,12,652,2,0.276,4,0,White,Male,0
679,30,88931.0,29452.0,48,766,4,0.532,4,0,Hispanic,Male,0
680,40,30863.0,46861.0,36,626,7,0.34,2,0,White,Female,1
681,42,35853.0,33940.0,36,735,1,0.234,4,0,White,Female,0
682,52,23195.0,24583.0,36,764,4,0.164,5,0,White,Male,0
683,58,8480.0,40674.0,12,764,6,0.49,3,0,White,Female,0
684,47,61724.0,47576.0,24,672,0,0.393,2,0,White,Female,0
685,34,56506.0,2081.0,60,492,8,0.307,2,0,White,Male,1
686,66,30675.0,49144.0,36,686,4,0.17,2,1,White,Female,0
687,37,37805.0,5220.0,36,733,14,0.234,2,0,Black,Male,0
688,65,49492.0,40905.0,12,643,2,0.578,4,1,White,Female,1
689,42,14221.0,14736.0,12,789,0,0.336,2,0,Black,Female,0
690,39,26438.0,7477.0,48,718,3,0.27,3,1,White,Female,0
691,30,58487.0,22553.0,36,695,0,0.337,2,0,White,Male,0
692,36,17110.0,32554.0,36,736,17,0.478,4,2,White,Female,0
693,66,43310.0,19667.0,24,676,0,0.237,6,1,White,Male,0
694,53,16092.0,3674.0,48,450,7,0.148,5,1,White,Female,1
695,29,48043.0,30374.0,24,610,3,0.372,4,0,White,Male,0
696,58,35547.0,45218.0,24,745,2,0.416,3,0,White,Male,0
697,36,13779.0,19778.0,36,585,0,0.442,5,0,White,Male,0
698,29,73046.0,11600.0,24,632,4,0.535,0,0,White,Female,0
699,26,23371.0,22686.0,24,566,4,0.254,4,2,White,Male,0
700,24,22334.0,3370.0,48,792,1,0.091,2,0,White,Female,0
701,45,40960.0,41204.0,48,784,12,0.577,3,0,White,Male,0
702,31,72344.0,41491.0,48,579,1,0.289,4,0,Other,Male,1
703,48,19742.0,29812.0,36,661,2,0.393,6,0,White,Male,0
704,69,37685.0,18302.0,12,595,3,0.416,4,1,White,Male,0
705,36,46971.0,40189.0,24,699,0,0.351,2,1,Black,Female,0
706,64,55043.0,28180.0,60,690,13,0.163,3,0,Black,Female,0
707,33,40371.0,41471.0,36,714,2,0.465,1,1,Asian,Male,1
708,70,29138.0,31941.0,48,676,0,0.492,5,0,Hispanic,Female,0
709,22,22102.0,39436.0,12,850,2,0.354,4,0,Hispanic,Female,0
710,52,38242.0,30330.0,36,567,4,0.319,2,2,Other,Male,1
711,29,19086.0,21293.0,12,513,3,0.113,4,3,White,Female,1
712,42,6293.0,47939.0,36,618,5,0.096,2,0,Black,Female,0
713,69,47190.0,27515.0,60,524,0,0.237,3,0,Asian,Male,1
714,38,62465.0,30649.0,60,530,1,0.221,2,1,Black,Female,0
715,53,8798.0,11804.0,36,569,8,0.575,0,0,Other,Male,1
716,70,19814.0,31657.0,36,576,0,0.481,1,1,White,Female,1
717,40,52654.0,29009.0,60,573,9,0.413,3,2,White,Male,0
718,33,124804.0,10057.0,48,691,0,0.335,3,1,Other,Female,1
719,74,36771.0,3920.0,12,609,8,0.142,7,0,White,Female,1
720,56,23463.0,30614.0,36,635,2,0.588,3,2,Hispanic,Female,0
721,62,32541.0,38421.0,24,721,4,0.256,2,0,White,Female,0
722,70,82862.0,26647.0,36,588,0,0.109,3,0,Black,Female,0
723,59,24647.0,12112.0,36,628,0,0.322,5,0,Asian,Male,1
724,56,22482.0,33660.0,36,679,1,0.531,4,0,White,Female,0
725,31,27183.0,4925.0,36,494,0,0.538,4,1,White,Male,1
726,48,20496.0,22650.0,24,459,1,0.056,0,1,White,Male,1
727,22,39089.0,9005.0,36,677,3,0.537,4,0,Asian,Female,0
728,52,96260.0,10038.0,48,689,4,0.199,9,1,Hispanic,Male,0
729,40,44084.0,10912.0,48,815,7,0.071,1,0,White,Female,0
730,46,31213.0,19949.0,36,662,5,0.516,2,0,White,Female,1
731,60,30483.0,3506.0,60,715,4,0.525,2,1,Hispanic,Female,0
732,28,14215.0,20492.0,60,634,2,0.378,3,0,Hispanic,Female,0
733,35,61689.0,26074.0,24,673,3,0.366,4,0,White,Male,0
734,64,34658.0,24681.0,12,783,2,0.497,6,1,White,Female,0
735,29,32588.0,19756.0,48,480,9,0.482,8,0,Hispanic,Female,1
736,26,246684.0,42118.0,48,683,1,0.54,2,0,White,Female,0
737,27,43445.0,8121.0,60,820,0,0.354,6,1,Other,Male,0
738,61,23131.0,25779.0,60,672,5,0.582,4,0,White,Male,0
739,34,28119.0,4040.0,48,782,1,0.598,8,0,Black,Male,0
740,55,72335.0,4487.0,36,599,11,0.114,0,0,White,Male,0
741,24,38869.0,29119.0,12,647,9,0.517,1,1,Asian,Female,0
742,63,15322.0,28735.0,24,652,0,0.325,6,2,White,Male,1
743,30,63041.0,44024.0,36,472,0,0.263,2,0,White,Male,1
744,57,24321.0,28336.0,48,556,3,0.387,3,1,White,Male,0
745,59,111745.0,48030.0,36,562,4,0.081,1,1,Hispanic,Male,0
746,26,69427.0,3386.0,48,715,1,0.329,3,1,White,Female,0
747,67,27767.0,5802.0,24,719,6,0.529,1,2,White,Female,0
748,44,78324.0,3159.0,36,675,4,0.167,2,1,White,Male,0
749,19,37825.0,10079.0,12,715,1,0.285,4,0,White,Male,0
750,22,60577.0,27522.0,36,636,0,0.567,6,2,White,Female,0
751,46,48574.0,32633.0,48,746,6,0.286,2,0,White,Female,0
752,54,21855.0,3234.0,48,650,1,0.247,2,0,Black,Female,0
753,55,24683.0,47353.0,60,654,8,0.292,2,0,Black,Female,1
754,36,67371.0,42266.0,24,628,2,0.336,4,0,Hispanic,Male,1
755,25,29707.0,15534.0,36,704,4,0.398,3,0,Asian,Male,0
756,65,28504.0,4782.0,36,616,10,0.49,6,0,White,Female,0
757,62,20474.0,9324.0,36,728,9,0.299,3,0,Hispanic,Male,0
758,18,46824.0,7220.0,60,559,2,0.5,2,0,White,Male,1
759,39,125181.0,7041.0,48,562,1,0.344,2,0,White,Male,1
760,69,19139.0,26410.0,60,704,7,0.236,5,0,White,Female,0
761,34,36847.0,13047.0,24,642,2,0.412,3,1,White,Female,0
762,24,84739.0,18549.0,60,613,1,0.445,7,2,White,Female,0
763,42,34621.0,49486.0,12,721,11,0.357,2,0,White,Female,0
764,62,47640.0,34531.0,60,601,1,0.081,4,0,Black,Male,0
765,21,19198.0,47500.0,36,633,0,0.143,2,0,White,Female,0
766,53,46957.0,7985.0,36,761,0,0.207,2,0,White,Female,0
767,23,32458.0,19725.0,36,773,4,0.205,2,0,White,Male,0
768,48,65607.0,28182.0,60,775,5,0.42,4,1,White,Female,0
769,36,74045.0,4761.0,12,627,1,0.06,3,1,White,Male,0
770,61,171740.0,1205.0,36,748,1,0.466,6,1,White,Female,0
771,71,51420.0,33851.0,60,574,2,0.196,4,0,White,Male,1
772,56,44156.0,32449.0,36,577,5,0.221,2,0,Black,Male,1
773,44,40808.0,21129.0,24,461,0,0.34,2,1,Hispanic,Male,1
